month,year,hour,x,full name,lat,lon
1,2011,0,2.05351682,12th St. Oakland City Center,37.803768,-122.27145
2,2011,0,2.302547771,12th St. Oakland City Center,37.803768,-122.27145
3,2011,0,2.130952381,12th St. Oakland City Center,37.803768,-122.27145
4,2011,0,2.299401198,12th St. Oakland City Center,37.803768,-122.27145
5,2011,0,2.207865169,12th St. Oakland City Center,37.803768,-122.27145
6,2011,0,2.198591549,12th St. Oakland City Center,37.803768,-122.27145
7,2011,0,2.293519695,12th St. Oakland City Center,37.803768,-122.27145
8,2011,0,2.181451613,12th St. Oakland City Center,37.803768,-122.27145
9,2011,0,2.317862166,12th St. Oakland City Center,37.803768,-122.27145
10,2011,0,2.524964337,12th St. Oakland City Center,37.803768,-122.27145
11,2011,0,2.305637982,12th St. Oakland City Center,37.803768,-122.27145
12,2011,0,2.421259843,12th St. Oakland City Center,37.803768,-122.27145
1,2011,1,2.035714286,12th St. Oakland City Center,37.803768,-122.27145
2,2011,1,1.584474886,12th St. Oakland City Center,37.803768,-122.27145
3,2011,1,1.545851528,12th St. Oakland City Center,37.803768,-122.27145
4,2011,1,1.534412955,12th St. Oakland City Center,37.803768,-122.27145
5,2011,1,1.541484716,12th St. Oakland City Center,37.803768,-122.27145
6,2011,1,1.6,12th St. Oakland City Center,37.803768,-122.27145
7,2011,1,1.562068966,12th St. Oakland City Center,37.803768,-122.27145
8,2011,1,1.571428571,12th St. Oakland City Center,37.803768,-122.27145
9,2011,1,1.540540541,12th St. Oakland City Center,37.803768,-122.27145
10,2011,1,1.676229508,12th St. Oakland City Center,37.803768,-122.27145
11,2011,1,1.515463918,12th St. Oakland City Center,37.803768,-122.27145
12,2011,1,1.566308244,12th St. Oakland City Center,37.803768,-122.27145
1,2011,2,4.3125,12th St. Oakland City Center,37.803768,-122.27145
4,2011,2,1,12th St. Oakland City Center,37.803768,-122.27145
5,2011,2,1,12th St. Oakland City Center,37.803768,-122.27145
6,2011,2,1.5,12th St. Oakland City Center,37.803768,-122.27145
10,2011,2,1,12th St. Oakland City Center,37.803768,-122.27145
1,2011,3,1.8125,12th St. Oakland City Center,37.803768,-122.27145
11,2011,3,1,12th St. Oakland City Center,37.803768,-122.27145
1,2011,4,2.144,12th St. Oakland City Center,37.803768,-122.27145
2,2011,4,2.201923077,12th St. Oakland City Center,37.803768,-122.27145
3,2011,4,2.26446281,12th St. Oakland City Center,37.803768,-122.27145
4,2011,4,2.254385965,12th St. Oakland City Center,37.803768,-122.27145
5,2011,4,2.155963303,12th St. Oakland City Center,37.803768,-122.27145
6,2011,4,2.38,12th St. Oakland City Center,37.803768,-122.27145
7,2011,4,1.989583333,12th St. Oakland City Center,37.803768,-122.27145
8,2011,4,2.09352518,12th St. Oakland City Center,37.803768,-122.27145
9,2011,4,2.285714286,12th St. Oakland City Center,37.803768,-122.27145
10,2011,4,2.045045045,12th St. Oakland City Center,37.803768,-122.27145
11,2011,4,2.660869565,12th St. Oakland City Center,37.803768,-122.27145
12,2011,4,2.479338843,12th St. Oakland City Center,37.803768,-122.27145
1,2011,5,2.247524752,12th St. Oakland City Center,37.803768,-122.27145
2,2011,5,2.508684864,12th St. Oakland City Center,37.803768,-122.27145
3,2011,5,2.397089397,12th St. Oakland City Center,37.803768,-122.27145
4,2011,5,2.525423729,12th St. Oakland City Center,37.803768,-122.27145
5,2011,5,2.670378619,12th St. Oakland City Center,37.803768,-122.27145
6,2011,5,2.357833656,12th St. Oakland City Center,37.803768,-122.27145
7,2011,5,2.567328918,12th St. Oakland City Center,37.803768,-122.27145
8,2011,5,2.681102362,12th St. Oakland City Center,37.803768,-122.27145
9,2011,5,2.875751503,12th St. Oakland City Center,37.803768,-122.27145
10,2011,5,2.739872068,12th St. Oakland City Center,37.803768,-122.27145
11,2011,5,2.581632653,12th St. Oakland City Center,37.803768,-122.27145
12,2011,5,2.609467456,12th St. Oakland City Center,37.803768,-122.27145
1,2011,6,4.455242967,12th St. Oakland City Center,37.803768,-122.27145
2,2011,6,4.523489933,12th St. Oakland City Center,37.803768,-122.27145
3,2011,6,4.653937947,12th St. Oakland City Center,37.803768,-122.27145
4,2011,6,4.532401525,12th St. Oakland City Center,37.803768,-122.27145
5,2011,6,4.787122208,12th St. Oakland City Center,37.803768,-122.27145
6,2011,6,4.513872135,12th St. Oakland City Center,37.803768,-122.27145
7,2011,6,4.531506849,12th St. Oakland City Center,37.803768,-122.27145
8,2011,6,4.559854897,12th St. Oakland City Center,37.803768,-122.27145
9,2011,6,4.761783439,12th St. Oakland City Center,37.803768,-122.27145
10,2011,6,4.50388601,12th St. Oakland City Center,37.803768,-122.27145
11,2011,6,4.686730506,12th St. Oakland City Center,37.803768,-122.27145
12,2011,6,4.308353808,12th St. Oakland City Center,37.803768,-122.27145
1,2011,7,9.62305296,12th St. Oakland City Center,37.803768,-122.27145
2,2011,7,9.504291845,12th St. Oakland City Center,37.803768,-122.27145
3,2011,7,9.255857545,12th St. Oakland City Center,37.803768,-122.27145
4,2011,7,9.103379722,12th St. Oakland City Center,37.803768,-122.27145
5,2011,7,9.441791045,12th St. Oakland City Center,37.803768,-122.27145
6,2011,7,9.201596806,12th St. Oakland City Center,37.803768,-122.27145
7,2011,7,8.571129707,12th St. Oakland City Center,37.803768,-122.27145
8,2011,7,9.692084942,12th St. Oakland City Center,37.803768,-122.27145
9,2011,7,10.41046278,12th St. Oakland City Center,37.803768,-122.27145
10,2011,7,9.837696335,12th St. Oakland City Center,37.803768,-122.27145
11,2011,7,9.686318131,12th St. Oakland City Center,37.803768,-122.27145
12,2011,7,8.538916256,12th St. Oakland City Center,37.803768,-122.27145
1,2011,8,12.53682343,12th St. Oakland City Center,37.803768,-122.27145
2,2011,8,13.47013487,12th St. Oakland City Center,37.803768,-122.27145
3,2011,8,14.32139812,12th St. Oakland City Center,37.803768,-122.27145
4,2011,8,13.65401589,12th St. Oakland City Center,37.803768,-122.27145
5,2011,8,13.14482759,12th St. Oakland City Center,37.803768,-122.27145
6,2011,8,13.6037234,12th St. Oakland City Center,37.803768,-122.27145
7,2011,8,12.77601411,12th St. Oakland City Center,37.803768,-122.27145
8,2011,8,13.69211618,12th St. Oakland City Center,37.803768,-122.27145
9,2011,8,14.44454073,12th St. Oakland City Center,37.803768,-122.27145
10,2011,8,14.13981481,12th St. Oakland City Center,37.803768,-122.27145
11,2011,8,13.66324627,12th St. Oakland City Center,37.803768,-122.27145
12,2011,8,12.44463972,12th St. Oakland City Center,37.803768,-122.27145
1,2011,9,10.73212748,12th St. Oakland City Center,37.803768,-122.27145
2,2011,9,11.44967682,12th St. Oakland City Center,37.803768,-122.27145
3,2011,9,11.67304493,12th St. Oakland City Center,37.803768,-122.27145
4,2011,9,11.47772926,12th St. Oakland City Center,37.803768,-122.27145
5,2011,9,11.1769166,12th St. Oakland City Center,37.803768,-122.27145
6,2011,9,11.67391304,12th St. Oakland City Center,37.803768,-122.27145
7,2011,9,10.86146096,12th St. Oakland City Center,37.803768,-122.27145
8,2011,9,11.67192691,12th St. Oakland City Center,37.803768,-122.27145
9,2011,9,12.20656871,12th St. Oakland City Center,37.803768,-122.27145
10,2011,9,12.5733945,12th St. Oakland City Center,37.803768,-122.27145
11,2011,9,11.24504505,12th St. Oakland City Center,37.803768,-122.27145
12,2011,9,10.85025381,12th St. Oakland City Center,37.803768,-122.27145
1,2011,10,8.892241379,12th St. Oakland City Center,37.803768,-122.27145
2,2011,10,9.391666667,12th St. Oakland City Center,37.803768,-122.27145
3,2011,10,9.449835526,12th St. Oakland City Center,37.803768,-122.27145
4,2011,10,9.53668942,12th St. Oakland City Center,37.803768,-122.27145
5,2011,10,9.373544093,12th St. Oakland City Center,37.803768,-122.27145
6,2011,10,9.754491018,12th St. Oakland City Center,37.803768,-122.27145
7,2011,10,9.209380235,12th St. Oakland City Center,37.803768,-122.27145
8,2011,10,9.751639344,12th St. Oakland City Center,37.803768,-122.27145
9,2011,10,9.596314908,12th St. Oakland City Center,37.803768,-122.27145
10,2011,10,9.820695807,12th St. Oakland City Center,37.803768,-122.27145
11,2011,10,9.248915872,12th St. Oakland City Center,37.803768,-122.27145
12,2011,10,9.63400335,12th St. Oakland City Center,37.803768,-122.27145
1,2011,11,8.787322769,12th St. Oakland City Center,37.803768,-122.27145
2,2011,11,9.509041591,12th St. Oakland City Center,37.803768,-122.27145
3,2011,11,9.476305221,12th St. Oakland City Center,37.803768,-122.27145
4,2011,11,9.895098882,12th St. Oakland City Center,37.803768,-122.27145
5,2011,11,9.468085106,12th St. Oakland City Center,37.803768,-122.27145
6,2011,11,9.845833333,12th St. Oakland City Center,37.803768,-122.27145
7,2011,11,9.527227723,12th St. Oakland City Center,37.803768,-122.27145
8,2011,11,9.833198381,12th St. Oakland City Center,37.803768,-122.27145
9,2011,11,10.12344656,12th St. Oakland City Center,37.803768,-122.27145
10,2011,11,10.05114638,12th St. Oakland City Center,37.803768,-122.27145
11,2011,11,9.63580786,12th St. Oakland City Center,37.803768,-122.27145
12,2011,11,9.831707317,12th St. Oakland City Center,37.803768,-122.27145
1,2011,12,9.89114541,12th St. Oakland City Center,37.803768,-122.27145
2,2011,12,10.77631579,12th St. Oakland City Center,37.803768,-122.27145
3,2011,12,11.14694202,12th St. Oakland City Center,37.803768,-122.27145
4,2011,12,10.58756137,12th St. Oakland City Center,37.803768,-122.27145
5,2011,12,10.26256983,12th St. Oakland City Center,37.803768,-122.27145
6,2011,12,10.93070105,12th St. Oakland City Center,37.803768,-122.27145
7,2011,12,10.68745004,12th St. Oakland City Center,37.803768,-122.27145
8,2011,12,10.93146417,12th St. Oakland City Center,37.803768,-122.27145
9,2011,12,11.12662338,12th St. Oakland City Center,37.803768,-122.27145
10,2011,12,11.26574633,12th St. Oakland City Center,37.803768,-122.27145
11,2011,12,10.51058425,12th St. Oakland City Center,37.803768,-122.27145
12,2011,12,10.48757017,12th St. Oakland City Center,37.803768,-122.27145
1,2011,13,10.86411717,12th St. Oakland City Center,37.803768,-122.27145
2,2011,13,11.20546737,12th St. Oakland City Center,37.803768,-122.27145
3,2011,13,11.22738002,12th St. Oakland City Center,37.803768,-122.27145
4,2011,13,10.99272433,12th St. Oakland City Center,37.803768,-122.27145
5,2011,13,10.43416928,12th St. Oakland City Center,37.803768,-122.27145
6,2011,13,11.31659919,12th St. Oakland City Center,37.803768,-122.27145
7,2011,13,11.19206349,12th St. Oakland City Center,37.803768,-122.27145
8,2011,13,11.17164751,12th St. Oakland City Center,37.803768,-122.27145
9,2011,13,11.17356042,12th St. Oakland City Center,37.803768,-122.27145
10,2011,13,11.05317324,12th St. Oakland City Center,37.803768,-122.27145
11,2011,13,11.15669756,12th St. Oakland City Center,37.803768,-122.27145
12,2011,13,10.99210734,12th St. Oakland City Center,37.803768,-122.27145
1,2011,14,10.93730159,12th St. Oakland City Center,37.803768,-122.27145
2,2011,14,11.42484796,12th St. Oakland City Center,37.803768,-122.27145
3,2011,14,11.61484919,12th St. Oakland City Center,37.803768,-122.27145
4,2011,14,11.48961661,12th St. Oakland City Center,37.803768,-122.27145
5,2011,14,11.48037677,12th St. Oakland City Center,37.803768,-122.27145
6,2011,14,11.88665595,12th St. Oakland City Center,37.803768,-122.27145
7,2011,14,11.29838088,12th St. Oakland City Center,37.803768,-122.27145
8,2011,14,12.18408736,12th St. Oakland City Center,37.803768,-122.27145
9,2011,14,11.60048232,12th St. Oakland City Center,37.803768,-122.27145
10,2011,14,11.82758621,12th St. Oakland City Center,37.803768,-122.27145
11,2011,14,11.99917012,12th St. Oakland City Center,37.803768,-122.27145
12,2011,14,11.57331265,12th St. Oakland City Center,37.803768,-122.27145
1,2011,15,14.86771654,12th St. Oakland City Center,37.803768,-122.27145
2,2011,15,15.83061049,12th St. Oakland City Center,37.803768,-122.27145
3,2011,15,15.98861048,12th St. Oakland City Center,37.803768,-122.27145
4,2011,15,15.54378981,12th St. Oakland City Center,37.803768,-122.27145
5,2011,15,15.5302795,12th St. Oakland City Center,37.803768,-122.27145
6,2011,15,15.79225908,12th St. Oakland City Center,37.803768,-122.27145
7,2011,15,14.95668987,12th St. Oakland City Center,37.803768,-122.27145
8,2011,15,16.33968012,12th St. Oakland City Center,37.803768,-122.27145
9,2011,15,16.28436019,12th St. Oakland City Center,37.803768,-122.27145
10,2011,15,16.83122363,12th St. Oakland City Center,37.803768,-122.27145
11,2011,15,16.63253509,12th St. Oakland City Center,37.803768,-122.27145
12,2011,15,15.55340557,12th St. Oakland City Center,37.803768,-122.27145
1,2011,16,25.6831761,12th St. Oakland City Center,37.803768,-122.27145
2,2011,16,27.14805195,12th St. Oakland City Center,37.803768,-122.27145
3,2011,16,28.10084034,12th St. Oakland City Center,37.803768,-122.27145
4,2011,16,27.02797762,12th St. Oakland City Center,37.803768,-122.27145
5,2011,16,25.98612182,12th St. Oakland City Center,37.803768,-122.27145
6,2011,16,27.00469851,12th St. Oakland City Center,37.803768,-122.27145
7,2011,16,24.68408916,12th St. Oakland City Center,37.803768,-122.27145
8,2011,16,28.35714286,12th St. Oakland City Center,37.803768,-122.27145
9,2011,16,26.90062598,12th St. Oakland City Center,37.803768,-122.27145
10,2011,16,27.59916318,12th St. Oakland City Center,37.803768,-122.27145
11,2011,16,26.09795918,12th St. Oakland City Center,37.803768,-122.27145
12,2011,16,24.63524904,12th St. Oakland City Center,37.803768,-122.27145
1,2011,17,47.44716088,12th St. Oakland City Center,37.803768,-122.27145
2,2011,17,48.08361775,12th St. Oakland City Center,37.803768,-122.27145
3,2011,17,49.81590909,12th St. Oakland City Center,37.803768,-122.27145
4,2011,17,46.49251379,12th St. Oakland City Center,37.803768,-122.27145
5,2011,17,45.7136294,12th St. Oakland City Center,37.803768,-122.27145
6,2011,17,49.01103231,12th St. Oakland City Center,37.803768,-122.27145
7,2011,17,43.66308519,12th St. Oakland City Center,37.803768,-122.27145
8,2011,17,49.71450038,12th St. Oakland City Center,37.803768,-122.27145
9,2011,17,47.95669291,12th St. Oakland City Center,37.803768,-122.27145
10,2011,17,48.08195364,12th St. Oakland City Center,37.803768,-122.27145
11,2011,17,43.91578947,12th St. Oakland City Center,37.803768,-122.27145
12,2011,17,40.12736922,12th St. Oakland City Center,37.803768,-122.27145
1,2011,18,28.99920064,12th St. Oakland City Center,37.803768,-122.27145
2,2011,18,29.39325843,12th St. Oakland City Center,37.803768,-122.27145
3,2011,18,31.18132716,12th St. Oakland City Center,37.803768,-122.27145
4,2011,18,28.61392405,12th St. Oakland City Center,37.803768,-122.27145
5,2011,18,27.60764431,12th St. Oakland City Center,37.803768,-122.27145
6,2011,18,29.42845973,12th St. Oakland City Center,37.803768,-122.27145
7,2011,18,26.40185471,12th St. Oakland City Center,37.803768,-122.27145
8,2011,18,29.80377358,12th St. Oakland City Center,37.803768,-122.27145
9,2011,18,28.79952644,12th St. Oakland City Center,37.803768,-122.27145
10,2011,18,28.9721497,12th St. Oakland City Center,37.803768,-122.27145
11,2011,18,25.74259868,12th St. Oakland City Center,37.803768,-122.27145
12,2011,18,23.59688716,12th St. Oakland City Center,37.803768,-122.27145
1,2011,19,11.94566099,12th St. Oakland City Center,37.803768,-122.27145
2,2011,19,13.4474606,12th St. Oakland City Center,37.803768,-122.27145
3,2011,19,14.06015625,12th St. Oakland City Center,37.803768,-122.27145
4,2011,19,12.95052717,12th St. Oakland City Center,37.803768,-122.27145
5,2011,19,12.83478261,12th St. Oakland City Center,37.803768,-122.27145
6,2011,19,13.26879085,12th St. Oakland City Center,37.803768,-122.27145
7,2011,19,12.14251781,12th St. Oakland City Center,37.803768,-122.27145
8,2011,19,13.18307692,12th St. Oakland City Center,37.803768,-122.27145
9,2011,19,13.28878282,12th St. Oakland City Center,37.803768,-122.27145
10,2011,19,13.02572899,12th St. Oakland City Center,37.803768,-122.27145
11,2011,19,11.74300254,12th St. Oakland City Center,37.803768,-122.27145
12,2011,19,10.64451561,12th St. Oakland City Center,37.803768,-122.27145
1,2011,20,5.528745645,12th St. Oakland City Center,37.803768,-122.27145
2,2011,20,6.380997178,12th St. Oakland City Center,37.803768,-122.27145
3,2011,20,6.440099834,12th St. Oakland City Center,37.803768,-122.27145
4,2011,20,6.374254049,12th St. Oakland City Center,37.803768,-122.27145
5,2011,20,6.502081599,12th St. Oakland City Center,37.803768,-122.27145
6,2011,20,6.620893008,12th St. Oakland City Center,37.803768,-122.27145
7,2011,20,6.558897243,12th St. Oakland City Center,37.803768,-122.27145
8,2011,20,6.704675964,12th St. Oakland City Center,37.803768,-122.27145
9,2011,20,6.921848739,12th St. Oakland City Center,37.803768,-122.27145
10,2011,20,6.957875458,12th St. Oakland City Center,37.803768,-122.27145
11,2011,20,6.683783784,12th St. Oakland City Center,37.803768,-122.27145
12,2011,20,5.839931153,12th St. Oakland City Center,37.803768,-122.27145
1,2011,21,4.555045872,12th St. Oakland City Center,37.803768,-122.27145
2,2011,21,5.020428016,12th St. Oakland City Center,37.803768,-122.27145
3,2011,21,5.056945643,12th St. Oakland City Center,37.803768,-122.27145
4,2011,21,4.890398551,12th St. Oakland City Center,37.803768,-122.27145
5,2011,21,4.893673111,12th St. Oakland City Center,37.803768,-122.27145
6,2011,21,4.979409132,12th St. Oakland City Center,37.803768,-122.27145
7,2011,21,5.069087688,12th St. Oakland City Center,37.803768,-122.27145
8,2011,21,5.232418525,12th St. Oakland City Center,37.803768,-122.27145
9,2011,21,5.40658363,12th St. Oakland City Center,37.803768,-122.27145
10,2011,21,5.788844622,12th St. Oakland City Center,37.803768,-122.27145
11,2011,21,5.518553758,12th St. Oakland City Center,37.803768,-122.27145
12,2011,21,4.87755102,12th St. Oakland City Center,37.803768,-122.27145
1,2011,22,3.825581395,12th St. Oakland City Center,37.803768,-122.27145
2,2011,22,4.040625,12th St. Oakland City Center,37.803768,-122.27145
3,2011,22,4.030918728,12th St. Oakland City Center,37.803768,-122.27145
4,2011,22,4.289693593,12th St. Oakland City Center,37.803768,-122.27145
5,2011,22,4.091076357,12th St. Oakland City Center,37.803768,-122.27145
6,2011,22,4.177449168,12th St. Oakland City Center,37.803768,-122.27145
7,2011,22,4.206128134,12th St. Oakland City Center,37.803768,-122.27145
8,2011,22,4.434625789,12th St. Oakland City Center,37.803768,-122.27145
9,2011,22,4.520715631,12th St. Oakland City Center,37.803768,-122.27145
10,2011,22,4.619191919,12th St. Oakland City Center,37.803768,-122.27145
11,2011,22,4.818982387,12th St. Oakland City Center,37.803768,-122.27145
12,2011,22,4.317713215,12th St. Oakland City Center,37.803768,-122.27145
1,2011,23,2.732240437,12th St. Oakland City Center,37.803768,-122.27145
2,2011,23,2.897701149,12th St. Oakland City Center,37.803768,-122.27145
3,2011,23,2.931174089,12th St. Oakland City Center,37.803768,-122.27145
4,2011,23,3.081481481,12th St. Oakland City Center,37.803768,-122.27145
5,2011,23,2.936873747,12th St. Oakland City Center,37.803768,-122.27145
6,2011,23,2.971962617,12th St. Oakland City Center,37.803768,-122.27145
7,2011,23,3.264227642,12th St. Oakland City Center,37.803768,-122.27145
8,2011,23,3.109979633,12th St. Oakland City Center,37.803768,-122.27145
9,2011,23,3.165763814,12th St. Oakland City Center,37.803768,-122.27145
10,2011,23,3.249714937,12th St. Oakland City Center,37.803768,-122.27145
11,2011,23,3.324503311,12th St. Oakland City Center,37.803768,-122.27145
12,2011,23,3.286302781,12th St. Oakland City Center,37.803768,-122.27145
1,2011,0,5.634689922,16th St. Mission,37.765062,-122.419694
2,2011,0,5.464210526,16th St. Mission,37.765062,-122.419694
3,2011,0,5.235632184,16th St. Mission,37.765062,-122.419694
4,2011,0,5.913555992,16th St. Mission,37.765062,-122.419694
5,2011,0,5.861395349,16th St. Mission,37.765062,-122.419694
6,2011,0,6.655109489,16th St. Mission,37.765062,-122.419694
7,2011,0,5.786030062,16th St. Mission,37.765062,-122.419694
8,2011,0,6.05734767,16th St. Mission,37.765062,-122.419694
9,2011,0,5.972511848,16th St. Mission,37.765062,-122.419694
10,2011,0,6.549950544,16th St. Mission,37.765062,-122.419694
11,2011,0,5.680623174,16th St. Mission,37.765062,-122.419694
12,2011,0,6.188018433,16th St. Mission,37.765062,-122.419694
1,2011,1,3.88172043,16th St. Mission,37.765062,-122.419694
2,2011,1,2.069536424,16th St. Mission,37.765062,-122.419694
3,2011,1,2.135646688,16th St. Mission,37.765062,-122.419694
4,2011,1,2.105978261,16th St. Mission,37.765062,-122.419694
5,2011,1,1.903485255,16th St. Mission,37.765062,-122.419694
6,2011,1,2.481578947,16th St. Mission,37.765062,-122.419694
7,2011,1,2.239401496,16th St. Mission,37.765062,-122.419694
8,2011,1,2.134517766,16th St. Mission,37.765062,-122.419694
9,2011,1,2.284182306,16th St. Mission,37.765062,-122.419694
10,2011,1,2.4921875,16th St. Mission,37.765062,-122.419694
11,2011,1,1.946540881,16th St. Mission,37.765062,-122.419694
12,2011,1,2.388739946,16th St. Mission,37.765062,-122.419694
1,2011,2,28.81395349,16th St. Mission,37.765062,-122.419694
6,2011,2,1,16th St. Mission,37.765062,-122.419694
10,2011,2,2,16th St. Mission,37.765062,-122.419694
1,2011,3,16.02325581,16th St. Mission,37.765062,-122.419694
10,2011,3,1,16th St. Mission,37.765062,-122.419694
12,2011,3,47.5,16th St. Mission,37.765062,-122.419694
1,2011,4,3.1125,16th St. Mission,37.765062,-122.419694
2,2011,4,2.560283688,16th St. Mission,37.765062,-122.419694
3,2011,4,2.574257426,16th St. Mission,37.765062,-122.419694
4,2011,4,2.497354497,16th St. Mission,37.765062,-122.419694
5,2011,4,2.590643275,16th St. Mission,37.765062,-122.419694
6,2011,4,2.296774194,16th St. Mission,37.765062,-122.419694
7,2011,4,2.344594595,16th St. Mission,37.765062,-122.419694
8,2011,4,2.375,16th St. Mission,37.765062,-122.419694
9,2011,4,2.583333333,16th St. Mission,37.765062,-122.419694
10,2011,4,2.796992481,16th St. Mission,37.765062,-122.419694
11,2011,4,2.375,16th St. Mission,37.765062,-122.419694
12,2011,4,2.48,16th St. Mission,37.765062,-122.419694
1,2011,5,3.813602015,16th St. Mission,37.765062,-122.419694
2,2011,5,3.974719101,16th St. Mission,37.765062,-122.419694
3,2011,5,4.098876404,16th St. Mission,37.765062,-122.419694
4,2011,5,4.062972292,16th St. Mission,37.765062,-122.419694
5,2011,5,4.09382151,16th St. Mission,37.765062,-122.419694
6,2011,5,4.73871734,16th St. Mission,37.765062,-122.419694
7,2011,5,4.519553073,16th St. Mission,37.765062,-122.419694
8,2011,5,4.161290323,16th St. Mission,37.765062,-122.419694
9,2011,5,4.427038627,16th St. Mission,37.765062,-122.419694
10,2011,5,4.460620525,16th St. Mission,37.765062,-122.419694
11,2011,5,4.299043062,16th St. Mission,37.765062,-122.419694
12,2011,5,4.28280543,16th St. Mission,37.765062,-122.419694
1,2011,6,7.043209877,16th St. Mission,37.765062,-122.419694
2,2011,6,7.280327869,16th St. Mission,37.765062,-122.419694
3,2011,6,7.421348315,16th St. Mission,37.765062,-122.419694
4,2011,6,7.161064426,16th St. Mission,37.765062,-122.419694
5,2011,6,7.405857741,16th St. Mission,37.765062,-122.419694
6,2011,6,6.651131824,16th St. Mission,37.765062,-122.419694
7,2011,6,6.727011494,16th St. Mission,37.765062,-122.419694
8,2011,6,6.823680824,16th St. Mission,37.765062,-122.419694
9,2011,6,6.778385773,16th St. Mission,37.765062,-122.419694
10,2011,6,7,16th St. Mission,37.765062,-122.419694
11,2011,6,7.0605613,16th St. Mission,37.765062,-122.419694
12,2011,6,6.804195804,16th St. Mission,37.765062,-122.419694
1,2011,7,12.45749441,16th St. Mission,37.765062,-122.419694
2,2011,7,13.50060024,16th St. Mission,37.765062,-122.419694
3,2011,7,13.39237899,16th St. Mission,37.765062,-122.419694
4,2011,7,13.09022556,16th St. Mission,37.765062,-122.419694
5,2011,7,13.38085106,16th St. Mission,37.765062,-122.419694
6,2011,7,12.64989733,16th St. Mission,37.765062,-122.419694
7,2011,7,12.18617614,16th St. Mission,37.765062,-122.419694
8,2011,7,12.97349643,16th St. Mission,37.765062,-122.419694
9,2011,7,14.00666667,16th St. Mission,37.765062,-122.419694
10,2011,7,12.97427293,16th St. Mission,37.765062,-122.419694
11,2011,7,13.23563218,16th St. Mission,37.765062,-122.419694
12,2011,7,11.4575725,16th St. Mission,37.765062,-122.419694
1,2011,8,21.65434381,16th St. Mission,37.765062,-122.419694
2,2011,8,22.76760563,16th St. Mission,37.765062,-122.419694
3,2011,8,23.37533512,16th St. Mission,37.765062,-122.419694
4,2011,8,21.9701897,16th St. Mission,37.765062,-122.419694
5,2011,8,21.6930605,16th St. Mission,37.765062,-122.419694
6,2011,8,21.8043088,16th St. Mission,37.765062,-122.419694
7,2011,8,19.93996416,16th St. Mission,37.765062,-122.419694
8,2011,8,22.0969697,16th St. Mission,37.765062,-122.419694
9,2011,8,22.44696283,16th St. Mission,37.765062,-122.419694
10,2011,8,22.40175097,16th St. Mission,37.765062,-122.419694
11,2011,8,22.54985479,16th St. Mission,37.765062,-122.419694
12,2011,8,19.47904762,16th St. Mission,37.765062,-122.419694
1,2011,9,17.67692308,16th St. Mission,37.765062,-122.419694
2,2011,9,19.23477407,16th St. Mission,37.765062,-122.419694
3,2011,9,20.19005329,16th St. Mission,37.765062,-122.419694
4,2011,9,18.72491039,16th St. Mission,37.765062,-122.419694
5,2011,9,18.37752414,16th St. Mission,37.765062,-122.419694
6,2011,9,18.47312775,16th St. Mission,37.765062,-122.419694
7,2011,9,17.08397601,16th St. Mission,37.765062,-122.419694
8,2011,9,19.03054101,16th St. Mission,37.765062,-122.419694
9,2011,9,18.58010563,16th St. Mission,37.765062,-122.419694
10,2011,9,19.49569378,16th St. Mission,37.765062,-122.419694
11,2011,9,18.73966165,16th St. Mission,37.765062,-122.419694
12,2011,9,16.99371634,16th St. Mission,37.765062,-122.419694
1,2011,10,10.68376866,16th St. Mission,37.765062,-122.419694
2,2011,10,11.77484144,16th St. Mission,37.765062,-122.419694
3,2011,10,12.03906977,16th St. Mission,37.765062,-122.419694
4,2011,10,11.84037559,16th St. Mission,37.765062,-122.419694
5,2011,10,11.94045369,16th St. Mission,37.765062,-122.419694
6,2011,10,12.11078998,16th St. Mission,37.765062,-122.419694
7,2011,10,11.05930657,16th St. Mission,37.765062,-122.419694
8,2011,10,11.70959147,16th St. Mission,37.765062,-122.419694
9,2011,10,12.02097235,16th St. Mission,37.765062,-122.419694
10,2011,10,11.93055556,16th St. Mission,37.765062,-122.419694
11,2011,10,11.81782178,16th St. Mission,37.765062,-122.419694
12,2011,10,11.47363465,16th St. Mission,37.765062,-122.419694
1,2011,11,9.387096774,16th St. Mission,37.765062,-122.419694
2,2011,11,10.12345679,16th St. Mission,37.765062,-122.419694
3,2011,11,10.00650558,16th St. Mission,37.765062,-122.419694
4,2011,11,10.32544939,16th St. Mission,37.765062,-122.419694
5,2011,11,10.56920257,16th St. Mission,37.765062,-122.419694
6,2011,11,10.84593573,16th St. Mission,37.765062,-122.419694
7,2011,11,9.69588551,16th St. Mission,37.765062,-122.419694
8,2011,11,10.04803493,16th St. Mission,37.765062,-122.419694
9,2011,11,10.52539243,16th St. Mission,37.765062,-122.419694
10,2011,11,10.07177033,16th St. Mission,37.765062,-122.419694
11,2011,11,10.37366893,16th St. Mission,37.765062,-122.419694
12,2011,11,10.43305633,16th St. Mission,37.765062,-122.419694
1,2011,12,10.07569012,16th St. Mission,37.765062,-122.419694
2,2011,12,10.86317907,16th St. Mission,37.765062,-122.419694
3,2011,12,10.46872167,16th St. Mission,37.765062,-122.419694
4,2011,12,10.76622222,16th St. Mission,37.765062,-122.419694
5,2011,12,10.83606557,16th St. Mission,37.765062,-122.419694
6,2011,12,10.945874,16th St. Mission,37.765062,-122.419694
7,2011,12,10.23690987,16th St. Mission,37.765062,-122.419694
